0.013161468005553898311

A 	-0.036950080189853907 	-0.30965897813439369 	
A 	-0.11343271215446293 	-0.28559152060188353 	
A 	-0.069382995134219527 	-0.29090882581658661 	
A 	-0.046107146607760274 	-0.2784912756511142 	
A 	-0.018381758127361536 	-0.28089486761018634 	
A 	0.010149288224056363 	-0.29567482718266547 	
A 	0.051368065876886249 	-0.29525142046622932 	
A 	0.030508744530379772 	-0.27597082499414682 	
A 	0.1013758545620488 	-0.28059905514955608 	
A 	0.12684929417446256 	-0.2716608012560755 	
A 	-0.1560505295547282 	-0.25517590803112344 	
A 	-0.12912028143182397 	-0.2445479545276612 	
A 	-0.095507011283189058 	-0.24504234455525875 	
A 	-0.069628457305952907 	-0.25941077060997486 	
A 	-0.039085866417735815 	-0.24777263752184808 	
A 	0.0017439378425478935 	-0.26014755107462406 	
A 	0.050053206505253911 	-0.2464159824885428 	
A 	0.10344684566371143 	-0.24574031494557858 	
A 	0.081664701458066702 	-0.26275200350210071 	
A 	0.13342058262787759 	-0.24608708964660764 	
A 	0.15964308590628207 	-0.25175222777761519 	
A 	-0.17842401354573667 	-0.24079829850234091 	
A 	-0.15101239622522189 	-0.22807526088609997 	
A 	-0.077016708673909307 	-0.22062990674749017 	
A 	-0.011212662095203996 	-0.21763718617148697 	
A 	0.024537352612242103 	-0.23651070846244693 	
A 	0.069032874656841159 	-0.22718639206141233 	
A 	0.15595091553404927 	-0.22426968533545732 	
A 	0.18860974069684744 	-0.23175629554316401 	
A 	-0.23485055891796947 	-0.20347722759470344 	
A 	-0.20724981208331883 	-0.21042914036661386 	
A 	-0.16451888158917427 	-0.2034913613460958 	
A 	-0.13767550513148308 	-0.19774707569740713 	
A 	-0.11534519237466156 	-0.21570585574954748 	
A 	-0.092304429737851024 	-0.19859479391016066 	
A 	-0.061789368941484901 	-0.19076090484143937 	
A 	-0.038361964048817754 	-0.21031020511873066 	
A 	0.014387850183993578 	-0.20606005447916687 	
A 	0.050161947030574083 	-0.19821655401028693 	
A 	0.076582366076763733 	-0.20183324957245274 	
A 	0.10823479504324496 	-0.20883370609954 	
A 	0.15319527848623693 	-0.19172321795485914 	
A 	0.19608102226629853 	-0.1998200339730829 	
A 	0.22521640965715051 	-0.2017002203501761 	
A 	-0.24755457206629217 	-0.17899108398705721 	
A 	-0.21130712190642953 	-0.1834440310485661 	
A 	-0.18438842736620009 	-0.18270439352211232 	
A 	-0.15581050096079707 	-0.17849364830181003 	
A 	-0.12840890162624419 	-0.17071264144033194 	
A 	-0.084950805874541402 	-0.16959149111062288 	
A 	-0.038734393659979105 	-0.17573802755214274 	
A 	-0.012288391674784016 	-0.17189492201795431 	
A 	0.013707316014915705 	-0.17797699687071145 	
A 	0.058832478476688266 	-0.16415992006659508 	
A 	0.096902863122522831 	-0.18399918219074607 	
A 	0.12853908468969166 	-0.17904262105002999 	
A 	0.17669574730098248 	-0.16734422091394663 	
A 	0.20391151787676887 	-0.16947446141827405 	
A 	0.23296796623617411 	-0.17340144910849631 	
A 	-0.26780966966406905 	-0.16130334676421765 	
A 	-0.21692259819246829 	-0.14316940424032509 	
A 	-0.24130271072197063 	-0.15332948646278355 	
A 	-0.18555811513215303 	-0.15562210814096034 	
