1.9634954085e-01	2.1629391501e-28	4.5625301875e-10	9.1995596084e-29	
2.7768018363e-01	4.5874065791e-28	0.0000000000e+00	1.9924224684e-28	
3.9269908170e-01	2.2419623297e-27	9.1250603750e-10	7.7698983652e-28	
4.3905092069e-01	2.7862220601e-27	0.0000000000e+00	7.0352838952e-28	
5.5536036727e-01	1.9346375123e-27	0.0000000000e+00	8.2906205140e-28	
5.8904862255e-01	1.4328942548e-27	0.0000000000e+00	5.8854496649e-28	
6.2091176661e-01	1.2239024896e-27	2.7375181125e-09	3.0784231305e-28	
7.0794833745e-01	6.1915650462e-28	4.2146848511e-09	2.8186780764e-28	
7.8539816340e-01	3.3941253049e-28	1.8250120750e-09	1.6896368955e-28	
8.0956989646e-01	1.9953475213e-28	2.9802322388e-09	4.5904115527e-29	
8.3304055090e-01	9.1644706878e-29	0.0000000000e+00	2.0999149737e-29	
8.7810184138e-01	1.0069175415e-28	0.0000000000e+00	2.3134838410e-29	
9.8174770425e-01	5.1437752011e-29	5.8349669598e-09	9.8096609691e-30	
1.0011901403e+00	1.6537094914e-02	8.6246705821e-09	1.2618571836e-03	
1.0573746373e+00	1.6758053968e-02	7.9550432056e-09	1.3621315933e-03	
1.1107207345e+00	1.4587116470e-02	0.0000000000e+00	1.5113917468e-03	
1.1449047273e+00	1.3631359790e-02	0.0000000000e+00	9.1970213717e-04	
1.1780972451e+00	1.1636112162e-02	0.0000000000e+00	1.2280122080e-03	
1.1943476299e+00	1.4013678748e-02	9.4830409150e-09	9.6698204240e-04	
1.2418235332e+00	1.3356694581e-02	5.4750362250e-09	9.9813577982e-04	
1.2572505040e+00	1.2691513460e-02	7.8849533530e-09	9.0874633558e-04	
1.3171527621e+00	1.4792805311e-02	6.4952655785e-09	1.1968265867e-03	
1.3744467859e+00	1.2820223622e-02	0.0000000000e+00	1.2017491836e-03	
1.3884009182e+00	1.3397050534e-02	0.0000000000e+00	8.1681702177e-04	
1.4158966749e+00	1.2527994393e-02	8.4293697022e-09	8.6282439202e-04	
1.4294462341e+00	1.2467622099e-02	8.6887954099e-09	8.6697216572e-04	
1.4953535525e+00	1.3721672250e-02	6.3220272766e-09	8.8407833110e-04	
1.5335389378e+00	1.3121271491e-02	0.0000000000e+00	9.7434044024e-04	
1.5707963268e+00	1.2662390598e-02	3.6500241500e-09	1.4088307011e-03	
1.5830206071e+00	1.2144602063e-02	2.1073424255e-09	6.2921299982e-04	
1.6191397929e+00	1.4702843784e-02	5.9604644775e-09	9.4553150683e-04	
1.6660811018e+00	1.2269738984e-02	0.0000000000e+00	1.2326503486e-03	
1.6776112124e+00	1.4063225815e-02	0.0000000000e+00	9.6964701274e-04	
1.6890626164e+00	1.2232236744e-02	0.0000000000e+00	7.7905530010e-04	
1.7562036828e+00	1.4577323855e-02	0.0000000000e+00	1.0154134424e-03	
1.7671458676e+00	1.2622553295e-02	1.1920928955e-08	1.2883840474e-03	
1.7780207141e+00	1.4230232717e-02	6.3220272766e-09	1.1097876129e-03	
1.8102533210e+00	1.4614680070e-02	0.0000000000e+00	7.2422236123e-04	
1.8523578637e+00	1.5249695654e-02	0.0000000000e+00	1.0603775148e-03	
1.8627352998e+00	1.5799508167e-02	6.1439061547e-09	1.0801286439e-03	
1.9338187073e+00	1.6000923150e-02	1.1151007970e-08	1.0527099607e-03	
1.9437612854e+00	1.3727921078e-02	1.0745380150e-08	1.2877747461e-03	
1.9634954085e+00	1.5577716559e-02	1.1669933920e-08	9.0201159037e-04	
1.9732884638e+00	1.3673372947e-02	1.1733186057e-08	9.7306071250e-04	
2.0023802806e+00	1.5747663162e-02	1.7249341164e-08	1.0937959730e-03	
2.0215422509e+00	1.6123276193e-02	0.0000000000e+00	1.0959967017e-03	
2.0499493894e+00	1.5832879218e-02	1.0323827312e-08	1.1669423104e-03	
2.0872242495e+00	1.6063873984e-02	0.0000000000e+00	1.1428434119e-03	
2.1147492746e+00	1.5724372354e-02	1.5910086411e-08	1.1451716610e-03	
2.1238450123e+00	1.6368405911e-02	0.0000000000e+00	1.1261619472e-03	
2.1598449493e+00	1.6698682097e-02	0.0000000000e+00	1.4392257689e-03	
2.1687515642e+00	1.5237657007e-02	4.7121609154e-09	1.0521359231e-03	
2.1952546035e+00	1.6120610089e-02	0.0000000000e+00	8.7620976681e-04	
2.2214414691e+00	1.4617233976e-02	0.0000000000e+00	1.4075034530e-03	
2.2387292121e+00	1.7730175711e-02	9.7713448469e-09	8.6655140142e-04	
2.2898094545e+00	1.5703421182e-02	0.0000000000e+00	1.2681157850e-03	
2.2982124532e+00	1.5760360121e-02	0.0000000000e+00	1.1242849411e-03	
2.3561944902e+00	1.3836394522e-02	0.0000000000e+00	1.3652058272e-03	
2.3643615666e+00	1.7753394672e-02	1.2818463545e-08	8.2660406709e-04	
2.3725005290e+00	1.8254241213e-02	1.3657139823e-08	1.2418654052e-03	
2.3886952598e+00	1.8894472220e-02	1.8966081830e-08	1.3641719216e-03	
2.3967515905e+00	1.5074819858e-02	0.0000000000e+00	1.0674621885e-03	
2.4287096894e+00	1.9915744147e-02	0.0000000000e+00	1.3159919210e-03	
2.4602526952e+00	1.8180187613e-02	0.0000000000e+00	1.2147195028e-03	
2.4836470664e+00	1.7308474349e-02	1.0950072450e-08	1.1781287753e-03	
2.4991216527e+00	1.8333843779e-02	8.4293697022e-09	1.8832539226e-03	
2.5145010080e+00	1.6996513799e-02	1.5769906706e-08	1.0479771438e-03	
2.5525440310e+00	1.9746194143e-02	0.0000000000e+00	1.2818044605e-03	
2.5600847979e+00	1.6540486506e-02	1.3575603931e-08	7.9711761027e-04	
2.5825749939e+00	1.8967846690e-02	1.0536712128e-08	1.2732758671e-03	
2.6196296132e+00	1.9921628471e-02	0.0000000000e+00	1.4494176811e-03	
2.6343055241e+00	2.2350514969e-02	1.2990531157e-08	1.7517167712e-03	
2.6416129044e+00	1.8669303710e-02	1.7120130797e-08	1.2987743430e-03	
2.6706424893e+00	1.9730114268e-02	0.0000000000e+00	9.6606862761e-04	
2.7277749986e+00	2.0673844466e-02	0.0000000000e+00	1.2308046509e-03	
2.7348326430e+00	2.1514451581e-02	0.0000000000e+00	1.4551729302e-03	
2.7488935719e+00	2.2525484057e-02	0.0000000000e+00	2.0442224357e-03	
2.7558971337e+00	2.0594063489e-02	1.4292691717e-08	1.5870725212e-03	
2.7768018363e+00	2.2133752237e-02	0.0000000000e+00	1.2132157578e-03	
2.7906513080e+00	1.9494934254e-02	0.0000000000e+00	1.4165650221e-03	
2.8112975917e+00	1.9914388258e-02	0.0000000000e+00	1.0484971691e-03	
2.8317933498e+00	1.9720827837e-02	1.6858739404e-08	1.3091434933e-03	
2.8588924682e+00	2.0672810218e-02	1.7377590820e-08	1.3898933427e-03	
2.8990662286e+00	2.2447090539e-02	7.3000483000e-09	1.6261377166e-03	
2.9189457728e+00	2.6006653056e-02	0.0000000000e+00	1.3141116458e-03	
2.9452431127e+00	2.3717816266e-02	8.4293697022e-09	1.5144181733e-03	
2.9517808413e+00	2.0213209875e-02	0.0000000000e+00	1.4454546247e-03	
2.9713077192e+00	2.1161069863e-02	0.0000000000e+00	1.4854617493e-03	
2.9939263845e+00	2.3214455803e-02	1.6096397010e-04	1.1992666233e-03	
3.0035704208e+00	2.3305928225e-02	1.2644054553e-08	1.6545611705e-03	
3.0481645737e+00	2.3601129548e-02	1.0745380150e-08	1.5617778417e-03	
3.0544820200e+00	2.7170100264e-02	0.0000000000e+00	2.7689424564e-03	
3.0670778756e+00	2.5252520256e-02	0.0000000000e+00	1.9165525725e-03	
3.0733564448e+00	2.4931113882e-02	0.0000000000e+00	1.9221889544e-03	
3.1045588331e+00	2.5537559006e-02	0.0000000000e+00	1.3032792513e-03	
3.1456792821e+00	2.6315310602e-02	1.6683590855e-04	1.4463627803e-03	
3.1660412142e+00	2.8875731884e-02	4.2146848511e-09	1.3445715270e-03	
3.1721239118e+00	2.8994502882e-02	0.0000000000e+00	1.9254799451e-03	
