1.9869176532e-01	2.7901429063e-29	0.0000000000e+00	4.6589796554e-30	
2.8099258924e-01	3.9633165837e-29	1.2904784140e-09	6.3868472301e-30	
3.9738353063e-01	1.8717989934e-28	0.0000000000e+00	3.6606962250e-29	
4.4428829382e-01	1.5492714217e-28	1.6238163946e-09	1.7138769721e-29	
5.6198517848e-01	8.4539967582e-29	2.5809568280e-09	1.4031798146e-29	
5.9607529595e-01	7.7594566597e-29	4.4078229242e-09	1.2163020729e-29	
6.2831853072e-01	7.2342881508e-29	0.0000000000e+00	8.8207586986e-30	
7.1639334786e-01	4.4854157220e-29	0.0000000000e+00	6.7651117187e-30	
7.9476706126e-01	4.3636558282e-29	0.0000000000e+00	8.5684216233e-30	
8.1922713534e-01	2.8206460572e-29	4.2146848511e-09	2.6559181899e-30	
8.4297776772e-01	3.4008553202e-29	0.0000000000e+00	5.4058522440e-30	
8.8857658763e-01	2.3479584517e-29	3.2476327893e-09	3.0072904375e-30	
9.9345882658e-01	1.3244950394e-29	1.3602836865e-09	1.2838632090e-30	
1.0131331885e+00	1.1761203914e-02	2.5809568280e-09	8.3524502820e-04	
1.0699879020e+00	1.3392484540e-02	0.0000000000e+00	9.3775110737e-04	
1.1239703570e+00	9.8429891931e-03	5.1619136559e-09	9.8192288030e-04	
1.1585621255e+00	1.0778225751e-02	0.0000000000e+00	7.6013537862e-04	
1.1921505919e+00	1.1727916515e-02	8.8156458484e-09	1.2395225270e-03	
1.2085948251e+00	1.1167729805e-02	8.0934021556e-09	7.6335393432e-04	
1.2566370614e+00	1.0664807363e-02	0.0000000000e+00	7.9925859501e-04	
1.2722480583e+00	1.1030898266e-02	0.0000000000e+00	7.6658369181e-04	
1.3328648814e+00	1.2996309970e-02	2.7877519926e-09	9.5702393406e-04	
1.3908423572e+00	1.3335288156e-02	0.0000000000e+00	1.4128900778e-03	
1.4049629462e+00	1.2041171728e-02	0.0000000000e+00	6.5459976564e-04	
1.4327866957e+00	1.3110241445e-02	0.0000000000e+00	7.4056595843e-04	
