2
31.6227766 	0 	0 	0 	
0 	31.6227766 	0 	0 	
11.36436193 	20.88607089 	0 	0 	
26.60090982 	11.31865166 	0 	0 	
2.94109648 	22.76702808 	0 	0 	
6.593491662 	19.06664258 	0 	0 	
13.31764114 	24.10701762 	0 	0 	
6.16428176 	10.14326009 	0 	0 	
20.3284947 	27.11855498 	0 	0 	
4.705768391 	18.93993529 	0 	0 	
13.81171436 	1.575534916 	0 	0 	
7.588126341 	28.60123323 	0 	0 	
20.64388092 	17.90144575 	0 	0 	
15.87061311 	28.04910732 	0 	0 	
30.4798818 	19.39069487 	0 	0 	
18.24836165 	19.05660856 	0 	0 	
16.17873635 	11.54677236 	0 	0 	
26.73556671 	12.85148208 	0 	0 	
4.101018906 	26.42803099 	0 	0 	
11.34045922 	28.67283171 	0 	0 	
0.06865583113 	0.2765940459 	0 	0 	
2.430147815 	16.84902392 	0 	0 	
28.07844476 	22.22718417 	0 	0 	
10.31785674 	31.55045288 	0 	0 	
8.771606495 	21.56039761 	0 	0 	
27.37494428 	21.66723212 	0 	0 	
22.86274464 	14.0302809 	0 	0 	
31.31421933 	10.35325693 	0 	0 	
25.18586274 	10.15875102 	0 	0 	
14.81896425 	18.50073671 	0 	0 	
12.12019285 	23.20168217 	0 	0 	
9.299369158 	22.90838149 	0 	0 	
3.492324143 	25.10981128 	0 	0 	
23.98553569 	30.0825831 	0 	0 	
0.6711119435 	20.67144627 	0 	0 	
24.54090463 	27.27855061 	0 	0 	
25.89382507 	0.005384505288 	0 	0 	
6.927633142 	30.5519418 	0 	0 	
25.208722 	26.58234923 	0 	0 	
27.98789679 	28.00116028 	0 	0 	
20.10905872 	30.32006349 	0 	0 	
11.11687044 	7.389705624 	0 	0 	
13.7156834 	26.14238177 	0 	0 	
4.309568892 	10.00244521 	0 	0 	
29.1776057 	15.45588927 	0 	0 	
26.4684168 	2.268265326 	0 	0 	
13.45867629 	7.967775575 	0 	0 	
30.63572741 	6.592270159 	0 	0 	
17.72374071 	8.91783897 	0 	0 	
4.322213218 	2.269389501 	0 	0 	
6.319454861 	15.48281502 	0 	0 	
18.77637453 	22.15888631 	0 	0 	
10.22367438 	10.07968636 	0 	0 	
25.72115278 	7.793782913 	0 	0 	
22.03014707 	26.58860913 	0 	0 	
21.36747334 	0.5024432874 	0 	0 	
20.49472184 	24.92498259 	0 	0 	
12.74483962 	27.75853362 	0 	0 	
19.90263227 	10.754046 	0 	0 	
15.14978768 	7.53516713 	0 	0 	
